Metagenome	bin	contig_id	max_score	max_score_group	length	hallmark	viral	cellular	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
C2	bin.unbinned	NODE_308_length_97421_cov_11.601873||full	1	dsDNAphage	97366	2	22.7	2.7	97366	No	NA	151	18	3	Medium-quality	Genome-fragment	80.18	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_38_length_96913_cov_6.845599||full	0.993	dsDNAphage	96870	4	25.2	3.1	96870	No	NA	127	8	5	Medium-quality	Genome-fragment	80.15	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_39_length_96871_cov_10.448707||full	0.987	dsDNAphage	96861	6	31.2	2.1	96861	No	NA	142	31	0	Medium-quality	Genome-fragment	80.56	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_42_length_96702_cov_11.239211||full	1	dsDNAphage	96686	8	26.5	0.7	96686	No	NA	134	6	0	Complete	High-quality	100	DTR (high-confidence)	0	1	NA
B2	bin.unbinned	NODE_191_length_96513_cov_11.863474||full	0.98	dsDNAphage	96496	6	18	2.4	96496	No	NA	167	17	3	High-quality	High-quality	93.12	HMM-based (lower-bound)	0	1	NA
B2	bin.066	NODE_186_length_98341_cov_5.856419||full	0.747	dsDNAphage	96211	0	19.7	1.6	96211	No	NA	150	5	19	Medium-quality	Genome-fragment	69.72	HMM-based (lower-bound)	0	1	NA
A1	bin.unbinned	NODE_75_length_95620_cov_11.910386||full	0.993	dsDNAphage	95565	3	18.3	2.3	95565	No	NA	132	13	1	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA
A1	bin.unbinned	NODE_76_length_95586_cov_51.474935||full	1	dsDNAphage	95531	3	33.3	0.8	95531	No	NA	128	15	1	Medium-quality	Genome-fragment	85.86	HMM-based (lower-bound)	0	1	NA
B2	bin.042	NODE_196_length_94786_cov_6.877770||full	1	dsDNAphage	94731	3	25.5	2.2	94731	No	NA	140	12	7	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	NA
A3	bin.ubinned	NODE_48_length_94648_cov_28.397418||full	0.993	dsDNAphage	94549	3	24.9	5.3	94549	No	NA	159	17	9	Medium-quality	Genome-fragment	80.75	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_325_length_94362_cov_22.872798||full	1	dsDNAphage	94260	25	48.9	0	94260	No	NA	139	52	0	Low-quality	Genome-fragment	48.94	AAI-based (medium-confidence)	0	1	NA
B2	bin.042	NODE_124_length_118560_cov_6.300578||full	0.8	dsDNAphage	93710	6	20.5	13.6	93710	No	NA	69	0	25	Not-determined	Genome-fragment	NA	NA	0	1.01	no viral genes detected
A1	bin.unbinned	NODE_80_length_93691_cov_27.479484||full	0.98	dsDNAphage	93636	2	19.4	2.6	93636	No	NA	156	13	4	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	NA
A1	bin.unbinned	NODE_81_length_93651_cov_13.231858||full	0.98	dsDNAphage	93513	1	21.5	2	93513	No	NA	150	20	3	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	NA
C2	bin.unbinned	NODE_335_length_92937_cov_9.380677||full	0.987	dsDNAphage	92935	7	15	0	92935	No	NA	140	12	0	Medium-quality	Genome-fragment	79.54	HMM-based (lower-bound)	0	1.01	NA
B2	bin.074	NODE_202_length_92121_cov_8.431506||full	1	dsDNAphage	92117	3	28.9	1.8	92117	No	NA	115	15	3	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA
C2	bin.138	NODE_342_length_92074_cov_13.139526||full	1	dsDNAphage	92072	3	28.7	1.7	92072	No	NA	115	15	3	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_203_length_92089_cov_15.320599||full	1	dsDNAphage	92038	10	33.3	2.8	92038	No	NA	143	16	8	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA
A3	bin.ubinned	NODE_52_length_91738_cov_8.318827||full	1	dsDNAphage	91736	14	38.4	1.3	91736	No	NA	153	41	2	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_205_length_91902_cov_8.464294||full	1	dsDNAphage	91339	7	21.3	0.6	91339	No	NA	164	22	2	Medium-quality	Genome-fragment	87.11	AAI-based (high-confidence)	0	1	NA
A3	bin.ubinned	NODE_53_length_91340_cov_6.358942||full	0.993	dsDNAphage	91337	5	17.8	0.6	91337	No	NA	163	12	1	Medium-quality	Genome-fragment	83.61	HMM-based (lower-bound)	0	1	NA
B2	bin.057	NODE_209_length_91504_cov_5.160166||full	1	dsDNAphage	91321	8	30.7	0.7	91321	No	NA	137	17	2	Low-quality	Genome-fragment	39.68	AAI-based (medium-confidence)	0	1	NA
B2	bin.062	NODE_214_length_90625_cov_18.033554||full	1	dsDNAphage	90624	2	22.1	1.6	90624	No	NA	122	12	4	Medium-quality	Genome-fragment	89.67	HMM-based (lower-bound)	0	1	NA
B2	bin.042	NODE_215_length_90611_cov_7.804320||full	0.993	dsDNAphage	90556	7	33.5	1.3	90556	No	NA	155	24	0	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	contig >1.5x longer than expected genome length
B2	bin.unbinned	NODE_217_length_90386_cov_13.855786||full	1	dsDNAphage	90331	3	26.1	3.1	90331	No	NA	159	22	1	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_356_length_90426_cov_22.380686||full	1	dsDNAphage	90096	3	21.1	2	90096	No	NA	147	17	2	High-quality	High-quality	94.18	AAI-based (medium-confidence)	0	1	NA
C2	bin.102	NODE_367_length_89196_cov_6.392592||full	0.987	dsDNAphage	89193	2	39.7	0.8	89193	No	NA	119	12	7	Low-quality	Genome-fragment	25.93	AAI-based (high-confidence)	0	1	NA
C2	bin.unbinned	NODE_373_length_88185_cov_16.711789||full	0.993	dsDNAphage	88181	2	17.1	2.9	88181	No	NA	140	10	3	Medium-quality	Genome-fragment	89.03	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_376_length_87996_cov_8.391387||full	0.993	dsDNAphage	87941	4	23.5	2.7	87941	No	NA	139	18	2	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_375_length_88112_cov_5.336100||full	0.993	dsDNAphage	87926	8	37	1	87926	No	NA	100	15	2	Medium-quality	Genome-fragment	53.5	AAI-based (medium-confidence)	0	1	NA
A1	bin.023	NODE_98_length_87851_cov_7.140120||full	1	dsDNAphage	87678	5	25.2	2.5	87678	No	NA	119	14	2	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA
C2	bin.052	NODE_362_length_89655_cov_116.638873||full	0.7	dsDNAphage	86925	0	30.8	0	86925	No	NA	74	2	28	Low-quality	Genome-fragment	45.25	HMM-based (lower-bound)	0	1	NA
C2	bin.046	NODE_397_length_85904_cov_39.759846||full	0.553	dsDNAphage	85743	0	45.5	36.4	85743	No	NA	74	0	46	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_238_length_85425_cov_8.221331||full	0.98	dsDNAphage	85423	3	11.2	0.7	85423	No	NA	144	4	1	Low-quality	Genome-fragment	49.5	HMM-based (lower-bound)	0	1.01	NA
B2	bin.unbinned	NODE_237_length_85585_cov_7.583819||full	1	dsDNAphage	85355	1	28.9	3	85355	No	NA	136	21	0	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_243_length_84625_cov_18.003796||full	0.993	dsDNAphage	84623	2	20.8	1.7	84623	No	NA	120	14	1	Medium-quality	Genome-fragment	88.68	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_244_length_84564_cov_10.629933||full	1	dsDNAphage	84563	1	34.7	0.8	84563	No	NA	118	22	3	Medium-quality	Genome-fragment	80.09	AAI-based (high-confidence)	0	1	NA
B2	bin.unbinned	NODE_245_length_84505_cov_17.431912||full	1	dsDNAphage	84502	3	20.6	2.2	84502	No	NA	136	15	1	Medium-quality	Genome-fragment	88.35	AAI-based (medium-confidence)	0	1	NA
B2	bin.066	NODE_246_length_84299_cov_6.036560||full	0.953	dsDNAphage	84298	6	31.2	4.6	84298	No	NA	109	7	13	Medium-quality	Genome-fragment	69.47	HMM-based (lower-bound)	0	1	NA
A3	bin.098	NODE_63_length_83420_cov_5.960571||full	0.993	dsDNAphage	83419	2	19	3.4	83419	No	NA	116	5	0	Medium-quality	Genome-fragment	77.84	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_64_length_83408_cov_46.993462||full	0.973	dsDNAphage	83353	6	26	2.3	83353	No	NA	132	19	3	Medium-quality	Genome-fragment	62.39	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_418_length_83304_cov_5.137755||full	0.993	dsDNAphage	83301	1	18.8	3.6	83301	No	NA	165	15	4	Medium-quality	Genome-fragment	66.84	AAI-based (high-confidence)	0	1	NA
B2	bin.unbinned	NODE_255_length_82821_cov_6.062175||full	0.973	dsDNAphage	82818	1	18.5	2.6	82818	No	NA	151	11	5	Medium-quality	Genome-fragment	50.83	AAI-based (medium-confidence)	0	1	NA
A3	bin.ubinned	NODE_66_length_82747_cov_7.376784||full	1	dsDNAphage	82692	2	18.4	0.8	82692	No	NA	123	11	1	Medium-quality	Genome-fragment	54.2	HMM-based (lower-bound)	0	1	NA
A3	bin.100	NODE_67_length_82512_cov_10.352887||full	0.973	dsDNAphage	82457	5	20.4	3.6	82457	No	NA	140	13	5	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	NA
A3	bin.ubinned	NODE_68_length_81881_cov_54.175177||full	1	dsDNAphage	81877	5	18.7	3.7	81877	No	NA	138	13	5	Medium-quality	Genome-fragment	77.19	AAI-based (medium-confidence)	0	1	NA
A3	bin.098	NODE_69_length_81659_cov_4.950419||full	0.827	dsDNAphage	81471	12	29.6	38.3	81471	Yes	19573	82	18	45	Low-quality	Genome-fragment	40.9	AAI-based (medium-confidence)	75.98	1	contig >1.5x longer than expected genome length
C2	bin.unbinned	NODE_438_length_81187_cov_16.094661||full	1	dsDNAphage	81132	2	30.7	1	81132	No	NA	101	10	1	Medium-quality	Genome-fragment	69	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_254_length_82824_cov_6.358153||full	0.96	dsDNAphage	80957	0	21.9	0	80957	No	NA	159	8	3	Medium-quality	Genome-fragment	69.23	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_272_length_80991_cov_14.290291||full	0.94	dsDNAphage	80889	2	17.9	5	80889	No	NA	140	16	1	Medium-quality	Genome-fragment	78.38	AAI-based (medium-confidence)	0	1	NA
C2	bin.091	NODE_420_length_82669_cov_11.373109||full	0.78	dsDNAphage	80747	0	14.5	1.6	80747	No	NA	135	5	2	Low-quality	Genome-fragment	47	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_258_length_82669_cov_18.556818||full	0.807	dsDNAphage	80745	0	18.9	1.8	80745	No	NA	136	5	2	Low-quality	Genome-fragment	47	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_276_length_80657_cov_26.710565||full	0.9	dsDNAphage	80656	1	16.7	3.7	80656	No	NA	106	8	3	Low-quality	Genome-fragment	45.21	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_277_length_80651_cov_6.008884||full	0.993	dsDNAphage	80649	1	53.8	6.6	80649	No	NA	91	7	8	Medium-quality	Genome-fragment	53.52	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_278_length_80577_cov_8.854499||full	0.987	dsDNAphage	80452	2	10.1	1.9	80452	No	NA	159	7	1	Low-quality	Genome-fragment	40.97	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_448_length_80577_cov_11.651238||full	0.987	dsDNAphage	80452	2	10.1	1.9	80452	No	NA	159	7	1	Low-quality	Genome-fragment	40.97	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_284_length_79939_cov_8.939462||full	0.993	dsDNAphage	79717	7	32.9	0	79717	No	NA	158	30	2	Medium-quality	Genome-fragment	83.93	HMM-based (lower-bound)	0	1	NA
C2	bin.014	NODE_440_length_81123_cov_16.516320||full	0.893	dsDNAphage	79370	7	40.4	20.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A3	bin.ubinned	NODE_77_length_78966_cov_11.606037||full	1	dsDNAphage	78963	3	20.2	0.8	78963	No	NA	129	13	1	Medium-quality	Genome-fragment	71.72	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_78_length_78614_cov_17.400132||full	0.987	dsDNAphage	77890	2	20.9	0	77890	No	NA	110	10	5	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA
A3	bin.070	NODE_80_length_77950_cov_6.878670||full	0.987	dsDNAphage	77755	1	36.4	2	77755	No	NA	99	11	4	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	contig >1.5x longer than expected genome length
A3	bin.ubinned	NODE_81_length_77782_cov_7.794383||full	0.987	dsDNAphage	77727	3	20.9	3.3	77727	No	NA	92	8	3	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	NA
A3	bin.ubinned	NODE_84_length_77282_cov_10.560659||full	1	dsDNAphage	77175	2	19.5	0	77175	No	NA	128	12	0	Medium-quality	Genome-fragment	75.33	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_304_length_77220_cov_9.869241||full	1	dsDNAphage	77116	6	28.1	2.6	77116	No	NA	114	17	5	Medium-quality	Genome-fragment	55.23	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_88_length_76965_cov_5.090261||full	0.993	dsDNAphage	76952	3	18	2.3	76952	No	NA	129	10	5	Medium-quality	Genome-fragment	82.17	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_308_length_76915_cov_12.387158||full	0.96	dsDNAphage	76843	3	21.6	3.1	76843	No	NA	97	9	2	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_483_length_76730_cov_5.802478||full	1	dsDNAphage	76437	4	33.1	3.1	76437	Yes	71052	129	18	8	Medium-quality	Genome-fragment	76.37	AAI-based (medium-confidence)	7.05	1	NA
C2	bin.057	NODE_487_length_76398_cov_11.990844||full	1	dsDNAphage	76396	8	28.9	2.5	76396	No	NA	121	21	1	High-quality	High-quality	98.35	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_312_length_76305_cov_4.985443||full	0.933	dsDNAphage	76125	0	20	3.1	76125	No	NA	130	12	1	Medium-quality	Genome-fragment	79.65	AAI-based (medium-confidence)	0	1	NA
A3	bin.079	NODE_90_length_76088_cov_8.986808||full	0.987	dsDNAphage	76086	5	22.8	4.4	76086	No	NA	114	15	5	Medium-quality	Genome-fragment	52.83	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_314_length_75919_cov_9.565367||full	1	dsDNAphage	75864	6	35.7	1.8	75864	No	NA	113	14	4	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_315_length_75777_cov_6.233565||full	0.98	dsDNAphage	75777	0	26.7	0.8	75777	No	NA	132	10	1	Low-quality	Genome-fragment	37.67	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_500_length_75007_cov_8.264329||full	1	dsDNAphage	74952	7	23.2	2.2	74952	No	NA	138	16	3	Medium-quality	Genome-fragment	76.13	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_498_length_75180_cov_8.711028||full	0.987	dsDNAphage	74759	7	31.5	3.2	74759	No	NA	124	30	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	contig >1.5x longer than expected genome length
A3	bin.ubinned	NODE_94_length_74753_cov_5.480227||full	0.987	dsDNAphage	74752	1	14	0	74752	No	NA	150	6	3	Medium-quality	Genome-fragment	52.26	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_501_length_74699_cov_8.895785||full	1	dsDNAphage	74644	9	34.7	2.5	74644	No	NA	119	27	2	Medium-quality	Genome-fragment	73.94	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_324_length_74656_cov_7.989156||full	1	dsDNAphage	74608	4	22.8	2	74608	No	NA	92	13	2	Medium-quality	Genome-fragment	69.48	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_502_length_74578_cov_13.192893||full	0.793	dsDNAphage	74577	1	27.3	4.5	74577	No	NA	70	4	2	Low-quality	Genome-fragment	42.34	AAI-based (high-confidence)	0	1	NA
A3	bin.006	NODE_97_length_74461_cov_15.004583||full	1	dsDNAphage	74447	16	39.2	3.3	74447	No	NA	120	29	4	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_504_length_74383_cov_9.103904||full	0.993	dsDNAphage	74328	4	31.7	1	74328	No	NA	102	15	2	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA
C2	bin.111	NODE_507_length_74115_cov_5.675709||full	1	dsDNAphage	74055	5	26.3	0.9	74055	No	NA	114	17	1	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA
A1	bin.unbinned	NODE_147_length_73830_cov_7.674063||full	1	dsDNAphage	73828	4	17.4	1.7	73828	No	NA	115	20	2	High-quality	High-quality	96.06	AAI-based (medium-confidence)	0	1	NA
A3	bin.ubinned	NODE_102_length_73620_cov_10.077673||full	0.993	dsDNAphage	73016	6	27.1	1.9	73016	No	NA	107	15	0	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_336_length_73127_cov_8.474053||full	0.927	dsDNAphage	72994	0	11	2.8	72994	No	NA	181	10	1	Low-quality	Genome-fragment	46.2	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_481_length_76989_cov_7.525502||full	0.7	dsDNAphage	72903	0	10.4	2.1	72903	No	NA	93	10	2	High-quality	High-quality	98.71	AAI-based (medium-confidence)	0	1	NA
A3	bin.ubinned	NODE_104_length_72802_cov_14.850468||full	0.987	dsDNAphage	72773	2	14.9	2.6	72773	No	NA	117	8	1	Medium-quality	Genome-fragment	74.84	HMM-based (lower-bound)	0	1	low-confidence DTR
C2	bin.unbinned	NODE_517_length_72597_cov_7.122881||full	0.993	dsDNAphage	72553	6	29.1	2.9	72553	No	NA	104	16	5	Medium-quality	Genome-fragment	52.89	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_107_length_72324_cov_25.428745||full	0.867	dsDNAphage	72269	0	13.5	3.8	72269	No	NA	134	10	0	Medium-quality	Genome-fragment	62.46	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_523_length_72310_cov_8.254252||full	1	dsDNAphage	72255	3	27.1	1.9	72255	No	NA	108	19	1	Medium-quality	Genome-fragment	77.84	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_109_length_72035_cov_8.796082||full	0.973	dsDNAphage	72035	2	26.3	2.1	72035	No	NA	96	4	1	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_347_length_72044_cov_10.984873||full	1	dsDNAphage	72032	6	34.1	2.2	72032	No	NA	88	20	3	Medium-quality	Genome-fragment	62.85	AAI-based (medium-confidence)	0	1	NA
A3	bin.ubinned	NODE_110_length_72027_cov_22.907283||full	1	dsDNAphage	72024	2	34	4.1	72024	No	NA	97	18	1	Medium-quality	Genome-fragment	50.51	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_349_length_71961_cov_6.386936||full	0.993	dsDNAphage	71940	3	20.8	1.9	71940	No	NA	103	14	2	Medium-quality	Genome-fragment	65.68	AAI-based (high-confidence)	0	1	NA
C2	bin.138	NODE_525_length_71991_cov_11.275286||full	0.98	dsDNAphage	71936	4	35.5	0	71936	No	NA	108	21	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	NA
A3	bin.ubinned	NODE_111_length_71877_cov_12.260714||full	1	dsDNAphage	71877	2	40.5	0	71877	No	NA	111	18	0	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_530_length_71877_cov_10.393320||full	1	dsDNAphage	71853	1	17	0	71853	No	NA	89	7	3	Medium-quality	Genome-fragment	53.65	HMM-based (lower-bound)	0	1	NA
B1	bin.unbinned	NODE_32_length_71693_cov_5.307937||full	1	dsDNAphage	71691	5	31.9	2.1	71691	No	NA	95	11	3	High-quality	High-quality	97.35	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_537_length_71561_cov_24.082259||full	1	dsDNAphage	71402	4	14.2	0.8	71402	No	NA	120	9	1	Medium-quality	Genome-fragment	79.17	HMM-based (lower-bound)	0	1	NA
B2	bin.074	NODE_355_length_71294_cov_11.993922||full	0.993	dsDNAphage	71290	4	33.9	0.9	71290	No	NA	109	20	2	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	NA
B2	bin.unbinned	NODE_354_length_71403_cov_5.166087||full	1	dsDNAphage	71276	3	24.1	0	71276	No	NA	108	13	1	Low-quality	Genome-fragment	46.55	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_113_length_71104_cov_6.869893||full	0.987	dsDNAphage	70997	2	13.1	3.3	70997	No	NA	124	4	3	Low-quality	Genome-fragment	43.76	HMM-based (lower-bound)	0	1	NA
C2	bin.047	NODE_544_length_70572_cov_6.594495||full	1	dsDNAphage	70570	1	25.2	0	70570	No	NA	131	13	2	Medium-quality	Genome-fragment	64.22	HMM-based (lower-bound)	0	1	NA
B2	bin.064	NODE_362_length_70559_cov_12.169593||full	1	dsDNAphage	70504	4	23.4	1.9	70504	No	NA	108	14	4	Medium-quality	Genome-fragment	56.51	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_367_length_70417_cov_18.154771||full	1	dsDNAphage	70362	1	28	0	70362	No	NA	94	12	1	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	NA
C2	bin.unbinned	NODE_548_length_70417_cov_7.519727||full	1	dsDNAphage	70362	1	28.3	0	70362	No	NA	94	12	1	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	NA
C2	bin.005	NODE_549_length_69996_cov_12.720393||full	1	dsDNAphage	69992	4	31.2	3.6	69992	No	NA	113	17	1	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	NA
B2	bin.unbinned	NODE_376_length_69736_cov_27.363456||full	0.993	dsDNAphage	69732	7	19.3	1.6	69732	No	NA	121	11	1	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	NA
B1	bin.001	NODE_35_length_69820_cov_6.152713||full	0.993	dsDNAphage	69674	7	19.2	1.6	69674	No	NA	120	11	1	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	NA
C2	bin.047	NODE_559_length_69644_cov_7.829427||full	0.993	dsDNAphage	69568	7	19.5	1.6	69568	No	NA	120	11	1	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	NA
C2	bin.unbinned	NODE_566_length_69445_cov_45.382260||full	1	dsDNAphage	69390	25	47.1	0	69390	No	NA	105	45	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	NA
B2	bin.022	NODE_366_length_70460_cov_5.998977||full	0.907	dsDNAphage	69374	0	15	3.1	69374	No	NA	125	8	2	Medium-quality	Genome-fragment	86.24	AAI-based (high-confidence)	0	1	NA
C2	bin.unbinned	NODE_568_length_69391_cov_22.028929||full	0.987	dsDNAphage	69293	3	17.5	2.5	69293	No	NA	121	6	0	Low-quality	Genome-fragment	47.92	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_569_length_69343_cov_20.649723||full	0.92	dsDNAphage	69273	0	14.5	5.3	69273	No	NA	131	2	11	High-quality	High-quality	100	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_120_length_69123_cov_5.608820||full	0.993	dsDNAphage	69120	5	25.7	0.9	69120	No	NA	109	12	1	Medium-quality	Genome-fragment	81.01	HMM-based (lower-bound)	0	1	NA
C2	bin.125	NODE_560_length_69579_cov_13.676759||full	0.993	dsDNAphage	69068	2	8.9	3.8	69068	No	NA	158	7	2	Medium-quality	Genome-fragment	74.6	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_123_length_69007_cov_11.219080||full	0.987	dsDNAphage	68952	5	21.6	4.1	68952	No	NA	98	9	0	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA
A3	bin.070	NODE_121_length_69114_cov_5.244631||full	0.967	dsDNAphage	68822	5	28.1	0	68822	No	NA	57	11	1	High-quality	High-quality	91.54	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_576_length_68501_cov_7.113213||full	1	dsDNAphage	68499	6	34.8	0	68499	No	NA	111	25	0	Medium-quality	Genome-fragment	57.41	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_392_length_68441_cov_6.708420||full	1	dsDNAphage	68418	8	20.2	1.9	68418	No	NA	104	14	2	Medium-quality	Genome-fragment	76.75	HMM-based (lower-bound)	0	1	NA
A3	bin.036	NODE_130_length_68404_cov_6.248841||full	0.993	dsDNAphage	68402	3	35	0	68402	No	NA	103	9	2	High-quality	High-quality	95.17	AAI-based (high-confidence)	0	1	NA
A3	bin.ubinned	NODE_131_length_68392_cov_14.632044||full	0.993	dsDNAphage	68337	1	20.5	1.8	68337	No	NA	114	8	0	High-quality	High-quality	94.13	AAI-based (medium-confidence)	0	1	NA
A3	bin.ubinned	NODE_134_length_67992_cov_9.543562||full	1	dsDNAphage	67937	3	41.1	0	67937	No	NA	108	22	0	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	NA
