seqname	dsDNAphage	NCLDV	ssDNA	lavidaviridae	max_score	max_score_group	length	hallmark	viral	cellular
Contig118309958||full	0.987	0.047	0.04	0.007	0.987	dsDNAphage	61404	10	34.2	7.2
Contig36340736||full	1	0.1	0	0.007	1	dsDNAphage	61396	5	24.2	3.2
Contig91312997||full	0.993	0.107	0.013	0.02	0.993	dsDNAphage	61325	2	20	3.3
Contig41657590||full	0.953	0.367	0.013	0.04	0.953	dsDNAphage	61324	1	13.9	1
Contig113413540||full	1	0.167	0	0.013	1	dsDNAphage	61248	2	17.3	2.5
Contig99306704||full	0.993	0.647	0.007	0.013	0.993	dsDNAphage	60984	5	27.1	1
Contig146465812||full	0.993	0.167	0.02	0.333	0.993	dsDNAphage	60879	3	27.3	7.6
Contig90184607||full	0.987	0.327	0	0.007	0.987	dsDNAphage	60855	4	23.8	3.8
Contig110852675||full	1	0.307	0.093	0.06	1	dsDNAphage	60824	5	35.6	1.1
Contig78964859||full	1	0.693	0.027	0.067	1	dsDNAphage	60806	5	31.1	0
Contig2755119||full	1	0.533	0.04	0.06	1	dsDNAphage	60396	2	22.8	0
Contig131424394||full	1	0.187	0.04	0.053	1	dsDNAphage	60144	10	37.5	1.9
Contig27738626||full	0.993	0.26	0.013	0.02	0.993	dsDNAphage	60088	5	25	1
Contig84052963||full	0.927	0.393	0	0.207	0.927	dsDNAphage	60000	2	26.7	3.5
Contig145451644||full	1	0.173	0.013	0.02	1	dsDNAphage	59939	6	33.3	4.8
Contig89701461||full	0.993	0.193	0	0	0.993	dsDNAphage	59608	7	30	2.5
Contig12023674||full	1	0.133	0.013	0.047	1	dsDNAphage	59576	2	38.3	3.2
Contig71258123||full	0.573	0.027	0	0.007	0.573	dsDNAphage	59498	0	47.4	10.5
Contig66603299||full	1	0.507	0.04	0	1	dsDNAphage	59466	3	22.1	2.5
Contig95918544||full	0.967	0.333	0.02	0.493	0.967	dsDNAphage	59167	3	22.2	0
Contig34942556||full	0.993	0.713	0.007	0.067	0.993	dsDNAphage	59118	3	23.6	1.1
Contig74248746||full	0.987	0.107	0.007	0.013	0.987	dsDNAphage	59056	6	27.5	4.9
Contig88964850||full	0.993	0.073	0.04	0.16	0.993	dsDNAphage	58962	7	32.1	1.3
Contig35356125||full	1	0.44	0.047	0.433	1	dsDNAphage	58867	4	41.7	0
Contig140212024||full	0.58	0.007	0	0	0.58	dsDNAphage	58808	2	21.1	26.3
Contig138510212||full	0.327	0.653	0	0.053	0.653	NCLDV	58768	0	7	2.3
Contig19526292||full	0.987	0.48	0	0.04	0.987	dsDNAphage	58739	4	27.1	5.9
Contig139464878||full	0.987	0.46	0	0.02	0.987	dsDNAphage	58674	6	25.6	1.1
Contig111721264||full	0.987	0.133	0.007	0.013	0.987	dsDNAphage	58609	3	21.8	3
Contig142396802||full	0.12	0.527	0	0.033	0.527	NCLDV	58572	0	11.8	4
Contig155439539||full	0.993	0.093	0.033	0.02	0.993	dsDNAphage	58353	6	21.3	3.7
Contig104763881||full	0.98	0.66	0.007	0.007	0.98	dsDNAphage	58313	7	49.3	8
Contig49288768||full	1	0.073	0.06	0.333	1	dsDNAphage	58308	3	28.9	1.1
Contig134358675||full	0.993	0.133	0.06	0.4	0.993	dsDNAphage	58115	3	33.8	2.9
Contig111537644||full	0.953	0.14	0.047	0.033	0.953	dsDNAphage	58031	0	24.8	2.6
Contig118935908||full	0.96	0.347	0.06	0.053	0.96	dsDNAphage	57907	0	20.3	1.4
Contig145193465||full	0.86	0.087	0.007	0.007	0.86	dsDNAphage	57734	0	7.6	2.9
Contig140015843||full	0.9	0.087	0	0.12	0.9	dsDNAphage	57722	3	32.7	26.5
Contig64386701||full	0.98	0.187	0.007	0	0.98	dsDNAphage	57672	2	16.2	4.1
Contig4308101||full	0.993	0.26	0.033	0.113	0.993	dsDNAphage	57460	2	35.5	1.3
Contig13009715||full	1	0.34	0.013	0.007	1	dsDNAphage	57272	2	14.1	1.2
Contig119920414||full	0.993	0.113	0.053	0.013	0.993	dsDNAphage	57205	8	26.2	1
Contig156358283||full	1	0.2	0.02	0.007	1	dsDNAphage	57169	8	33.7	2.3
Contig39608419||full	1	0.26	0.007	0.12	1	dsDNAphage	57150	7	46.2	2.6
Contig26118042||full	1	0.153	0	0.14	1	dsDNAphage	57137	4	47.9	2.1
Contig21648553||full	0.993	0.773	0.007	0.227	0.993	dsDNAphage	56822	3	30.7	1.1
Contig90045844||full	0.993	0.293	0	0.007	0.993	dsDNAphage	56793	7	38	4.2
Contig30068490||full	0.993	0.3	0.067	0.047	0.993	dsDNAphage	56760	4	12.8	0
Contig142520074||full	0.96	0.66	0.007	0.16	0.96	dsDNAphage	56665	1	18.1	3.6
Contig148559162||full	0.827	0.22	0.007	0.013	0.827	dsDNAphage	56314	0	26.5	2
Contig151129072||full	1	0.033	0.007	0.013	1	dsDNAphage	56181	2	25.3	2.5
Contig102276868||full	0.753	0.233	0	0.227	0.753	dsDNAphage	56134	2	40	8
Contig156336241||full	0.033	0.713	0	0.007	0.713	NCLDV	56075	0	7	4.7
Contig104675413||full	1	0.053	0	0.007	1	dsDNAphage	56016	7	49.3	13.7
Contig100412797||full	1	0.167	0.033	0.027	1	dsDNAphage	55794	7	36.8	2.1
Contig116940277||full	1	0.573	0.007	0.06	1	dsDNAphage	55499	5	42.9	1.4
Contig40020673||full	0.933	0.033	0	0.053	0.933	dsDNAphage	55434	2	13.6	4.5
Contig127182867||full	0.987	0.047	0.033	0.02	0.987	dsDNAphage	55381	2	26.6	2.5
Contig109906380||full	0.1	0.633	0	0.047	0.633	NCLDV	55365	0	5.8	1.9
Contig28143035||full	1	0.733	0.02	0.16	1	dsDNAphage	55200	4	30.7	0
Contig12648727||full	1	0.167	0.007	0.027	1	dsDNAphage	55147	2	26.5	2.9
Contig5654027||full	0.953	0.22	0.013	0.073	0.953	dsDNAphage	55010	5	30.6	0
Contig116446065||full	1	0.087	0.007	0	1	dsDNAphage	55008	1	28.8	2.5
Contig150047169||full	0.873	0.967	0	0.347	0.967	NCLDV	54985	1	26.9	7.6
Contig63580391||full	1	0.253	0.007	0.027	1	dsDNAphage	54756	5	31.3	4.8
Contig131570840||full	0.993	0.207	0	0.007	0.993	dsDNAphage	54618	3	20.3	5.1
Contig140003688||full	1	0.333	0.293	0.813	1	dsDNAphage	54488	2	48.7	0
Contig66550652||full	0.98	0.247	0.02	0.42	0.98	dsDNAphage	54445	4	14.3	0
Contig86003695||full	1	0.167	0.007	0	1	dsDNAphage	54403	3	22	2.4
Contig26800273||full	0.98	0.64	0.007	0.08	0.98	dsDNAphage	54356	1	23.7	2.1
Contig55437384||full	0.953	0.213	0.013	0.033	0.953	dsDNAphage	54148	1	8	0
Contig4121361||full	0.98	0.033	0	0.013	0.98	dsDNAphage	54137	5	27.8	6.9
Contig62008147||full	0.907	0.247	0.027	0.147	0.907	dsDNAphage	54122	0	14.4	1
Contig125956586||full	0.54	0.887	0	0.28	0.887	NCLDV	54083	0	14.8	1.9
Contig137463168||full	1	0.307	0.027	0.067	1	dsDNAphage	53999	6	27.8	2.5
Contig147092958||full	0.873	0.013	0	0	0.873	dsDNAphage	53875	0	11.3	2.1
Contig39575757||full	0.967	0.067	0.053	0.007	0.967	dsDNAphage	53722	1	11.1	1.7
Contig1197898||full	0.987	0.307	0.02	0.427	0.987	dsDNAphage	53680	3	30	1.7
Contig131601248||full	0.993	0.893	0	0.013	0.993	dsDNAphage	53561	2	18.2	1.3
Contig128711779||full	1	0.113	0.013	0.007	1	dsDNAphage	53380	3	19.8	5.8
Contig144151658||full	1	0.64	0.027	0.64	1	dsDNAphage	53377	1	28.6	0
Contig34724434||full	1	0.093	0.013	0.027	1	dsDNAphage	53241	8	43.2	6.8
Contig81210565||full	1	0.727	0.013	0.02	1	dsDNAphage	53097	2	29	1.4
Contig76449878||full	1	0.707	0.04	0.093	1	dsDNAphage	53094	2	41.2	0
Contig72031570||full	0.98	0.527	0.007	0.02	0.98	dsDNAphage	53012	7	26.8	4.2
Contig122201875||full	1	0.153	0.133	0.053	1	dsDNAphage	53012	16	58.6	1.4
Contig97094883||full	0.973	0.34	0.007	0	0.973	dsDNAphage	52961	3	15.2	2.6
Contig87313170||full	0.067	0.973	0	0.073	0.973	NCLDV	52902	0	12.1	6
Contig149108899||full	0.993	0.06	0	0.027	0.993	dsDNAphage	52809	2	26.5	1.5
Contig120205662||full	1	0.313	0.293	0.873	1	dsDNAphage	52774	17	62	0
Contig70763265||full	0.993	0.093	0.007	0.02	0.993	dsDNAphage	52735	9	49.4	7.4
Contig134429416||full	1	0.813	0.047	0.013	1	dsDNAphage	52589	14	45.1	1.1
Contig54185626||full	1	0.627	0.047	0.013	1	dsDNAphage	52582	14	54.3	1.4
Contig88444615||full	1	0.673	0	0.153	1	dsDNAphage	52481	1	32.3	3.1
Contig128235043||full	0.96	0.167	0	0.147	0.96	dsDNAphage	52428	3	30	2
Contig117849832||full	1	0.32	0.107	0.22	1	dsDNAphage	52307	7	30	0
Contig95076123||full	1	0.393	0.067	0.113	1	dsDNAphage	52298	7	29.6	0
Contig131377091||full	0.993	0.107	0	0	0.993	dsDNAphage	52184	2	15.3	4.7
Contig83863418||full	0.993	0.347	0.047	0.08	0.993	dsDNAphage	52170	6	33.3	0
Contig112655699||0_partial	0.893	0.727	0.007	0.253	0.893	dsDNAphage	52138	5	32.4	14.7
Contig124743404||full	0.94	0.093	0.02	0.047	0.94	dsDNAphage	51815	0	18.6	1.2
Contig126575947||full	0.987	0.047	0.007	0	0.987	dsDNAphage	51765	1	24.7	5.2
Contig17776279||full	1	0.173	0.013	0.107	1	dsDNAphage	51616	2	15.1	0
Contig124019880||full	0.953	0.213	0	0.013	0.953	dsDNAphage	51604	0	13.4	4.2
Contig29623608||full	0.993	0.173	0.093	0.067	0.993	dsDNAphage	51411	6	28.9	0
Contig117058638||full	0.987	0.16	0	0.067	0.987	dsDNAphage	51333	4	17.2	3.1
Contig27984523||full	0.993	0.113	0.147	0.927	0.993	dsDNAphage	51129	3	30	0
Contig18430635||full	1	0.08	0	0.007	1	dsDNAphage	50936	5	32	4
Contig150763770||full	0.993	0.173	0.02	0.1	0.993	dsDNAphage	50914	3	21.5	0
Contig101426255||full	0.84	0.373	0.02	0.7	0.84	dsDNAphage	50905	0	22.6	1.6
Contig7908357||full	1	0.42	0.013	0.087	1	dsDNAphage	50776	3	23.1	0
Contig151766216||full	1	0.687	0.253	0.16	1	dsDNAphage	50755	16	54.4	0
Contig542929||full	1	0.467	0.04	0.067	1	dsDNAphage	50725	5	26.3	0
Contig113982837||full	0.913	0.093	0.007	0.02	0.913	dsDNAphage	50641	3	17.6	7.4
Contig39691645||full	0.96	0.02	0	0.013	0.96	dsDNAphage	50639	8	44.3	16.4
Contig142071100||full	1	0.127	0.02	0.007	1	dsDNAphage	50594	5	27.7	1.5
Contig84320422||full	1	0.327	0	0.06	1	dsDNAphage	50593	3	23.2	1.4
Contig96407347||full	1	0.073	0	0	1	dsDNAphage	50517	6	30	4.3
Contig122442530||full	0.993	0.093	0.033	0	0.993	dsDNAphage	50372	2	24.7	1.1
Contig125356407||full	1	0.293	0.013	0.047	1	dsDNAphage	50355	5	35.3	1.5
Contig5654028||full	0.96	0.24	0.027	0	0.96	dsDNAphage	50231	0	16.2	2.9
Contig140573982||full	1	0.12	0.007	0.007	1	dsDNAphage	49941	5	23.1	1.3
Contig128253172||full	0.993	0.42	0.033	0.133	0.993	dsDNAphage	49896	5	34.8	0
Contig79189320||full	1	0.173	0.04	0.087	1	dsDNAphage	49808	3	16.7	0
Contig6255350||full	1	0.26	0.04	0.14	1	dsDNAphage	49745	9	18.8	0
Contig96464980||full	1	0.133	0.033	0.027	1	dsDNAphage	49720	2	32.9	2.5
Contig64954563||full	0.987	0.067	0	0.007	0.987	dsDNAphage	49694	3	11.3	1.6
Contig77766519||full	0.993	0.06	0.02	0.027	0.993	dsDNAphage	49598	5	27.3	2.6
Contig53466236||full	0.907	0.26	0	0	0.907	dsDNAphage	49548	0	16.3	2.2
Contig116942137||full	0.993	0.12	0.047	0.34	0.993	dsDNAphage	49537	13	43.4	2.6
Contig180500||full	1	0.233	0.02	0.013	1	dsDNAphage	49519	2	28.8	1.2
Contig140571323||full	1	0.147	0.007	0.027	1	dsDNAphage	49426	2	30.8	1.3
Contig89549207||full	1	0.16	0.173	0.087	1	dsDNAphage	49396	4	46.3	1.2
Contig62666728||full	0.98	0.127	0	0	0.98	dsDNAphage	49308	4	16	2.7
Contig1630050||full	0.993	0.313	0.033	0.173	0.993	dsDNAphage	49251	2	26.7	1.3
Contig149830810||full	1	0.153	0.02	0.04	1	dsDNAphage	49179	2	18.2	1.3
Contig18512830||full	0.873	0.027	0.04	0	0.873	dsDNAphage	49167	0	38.5	3.3
Contig60934571||full	1	0.1	0.007	0.007	1	dsDNAphage	49144	4	22.6	2.4
Contig38290607||full	1	0.087	0	0.02	1	dsDNAphage	49112	1	22.9	2.9
Contig75792033||full	0.067	0.913	0	0.027	0.913	NCLDV	49026	0	11.8	11.7
Contig19482721||full	1	0.367	0.013	0.007	1	dsDNAphage	48948	2	16.3	1.2
Contig131940473||full	0.967	0.033	0	0.153	0.967	dsDNAphage	48934	4	21.6	8.2
Contig63117449||full	1	0.113	0.033	0.047	1	dsDNAphage	48876	10	36.6	1.4
Contig102241731||full	1	0.547	0	0.007	1	dsDNAphage	48791	3	20.8	1.3
Contig95610497||full	1	0.093	0.02	0.007	1	dsDNAphage	48758	4	34.7	1.3
Contig60782479||full	0.993	0.427	0.02	0.12	0.993	dsDNAphage	48717	5	54.9	2
Contig115376184||full	0.98	0.34	0	0.027	0.98	dsDNAphage	48622	5	38.7	4.8
Contig87324615||full	0.973	0.18	0.013	0.087	0.973	dsDNAphage	48572	2	25	3.9
Contig127134639||full	0.907	0.353	0.013	0	0.907	dsDNAphage	48537	0	6.5	2.2
Contig15692384||full	0.993	0.047	0.02	0.093	0.993	dsDNAphage	48511	2	19.2	3.8
Contig126581579||full	1	0.307	0.053	0.373	1	dsDNAphage	48497	5	30.3	1.3
Contig78030147||full	0.993	0.447	0.013	0.267	0.993	dsDNAphage	48488	3	30.3	3
Contig144978249||full	0.147	0.54	0	0.153	0.54	NCLDV	48447	0	6.4	0
Contig54342076||full	0.753	0.673	0	0.187	0.753	dsDNAphage	48436	0	29.4	13.7
Contig20194336||full	0.073	0.7	0	0.06	0.7	NCLDV	48416	0	4.8	3.2
Contig132206325||full	1	0.127	0.007	0	1	dsDNAphage	48178	2	8.5	2.8
Contig150047165||full	0.1	0.867	0	0.293	0.867	NCLDV	48155	0	12.5	2.1
Contig103312358||full	1	0.28	0.053	0.207	1	dsDNAphage	48149	9	37.3	0
Contig99342674||full	1	0.16	0.013	0.033	1	dsDNAphage	48118	2	23.9	1.5
Contig67706509||full	1	0.073	0.007	0.013	1	dsDNAphage	48055	12	40.5	2.5
Contig51281817||full	0.967	0.213	0.313	0.247	0.967	dsDNAphage	48014	0	34.1	0
Contig117463258||full	0.947	0.06	0	0.007	0.947	dsDNAphage	48007	2	10.3	5.9
Contig62568248||full	1	0.62	0.38	0.28	1	dsDNAphage	47911	5	32.9	0
Contig82077167||full	0.907	0.18	0	0.167	0.907	dsDNAphage	47893	1	17.9	7.5
Contig23346841||full	0.993	0.393	0.06	0.053	0.993	dsDNAphage	47871	7	25.4	0
Contig138168906||full	1	0.107	0.027	0.367	1	dsDNAphage	47871	5	47.6	1.6
Contig83115158||full	0.993	0.16	0	0.007	0.993	dsDNAphage	47822	2	17.6	1.5
Contig67110200||full	0.953	0.04	0	0.04	0.953	dsDNAphage	47814	1	14.7	5.3
Contig24916736||full	0.987	0.307	0.007	0.047	0.987	dsDNAphage	47722	2	20.7	2.4
Contig661527||full	1	0.893	0.627	0.767	1	dsDNAphage	47705	11	60.9	0
Contig136901953||full	0.993	0.173	0.007	0.02	0.993	dsDNAphage	47695	7	34.3	4.5
Contig144240727||full	1	0.193	0.067	0.147	1	dsDNAphage	47517	7	30.3	0
Contig772366||full	0.98	0.107	0.007	0.133	0.98	dsDNAphage	47400	2	17.7	1.6
Contig77078185||full	0.987	0.56	0	0	0.987	dsDNAphage	47399	5	29.6	5.6
Contig91501212||full	1	0.733	0.14	0.133	1	dsDNAphage	47395	4	29.9	0
Contig121283774||full	0.993	0.04	0	0	0.993	dsDNAphage	47301	1	15.5	1.4
Contig110757515||full	0.567	0.027	0	0.007	0.567	dsDNAphage	47240	2	30.8	38.5
Contig89448171||full	1	0.38	0.007	0.04	1	dsDNAphage	47204	2	19.7	5.6
Contig63408416||full	1	0.84	0.04	0.067	1	dsDNAphage	47199	3	46.7	1.3
Contig74672248||full	1	0.073	0.013	0.02	1	dsDNAphage	47194	2	16.7	1.4
Contig96885133||full	0.993	0.087	0.06	0.107	0.993	dsDNAphage	47169	3	22.8	2.5
Contig51271322||full	0.973	0.18	0	0.107	0.973	dsDNAphage	47134	3	27.9	2.3
Contig7603092||full	1	0.087	0	0.013	1	dsDNAphage	47129	1	10.8	2.7
Contig101045218||full	0.927	0.093	0.053	0.013	0.927	dsDNAphage	47116	0	21	2.5
Contig11940187||full	0.993	0.673	0	0.033	0.993	dsDNAphage	47101	9	45.3	3.2
Contig136138576||full	1	0.127	0.253	0.4	1	dsDNAphage	47075	5	37.8	1.4
Contig55437383||full	0.827	0.127	0.027	0	0.827	dsDNAphage	47045	0	12	0
Contig147054937||full	0.993	0.153	0.007	0.253	0.993	dsDNAphage	47036	1	16.7	0
Contig150186719||full	0.993	0.213	0.033	0.12	0.993	dsDNAphage	47036	6	39.3	0
Contig147271554||full	1	0.193	0.16	0.06	1	dsDNAphage	46987	5	37.1	0
Contig99138280||full	1	0.147	0.087	0.267	1	dsDNAphage	46963	18	53	0
Contig131655782||full	0.993	0.133	0.26	0.04	0.993	dsDNAphage	46934	3	19.8	1.2
Contig150763769||full	0.833	0.113	0.013	0.013	0.833	dsDNAphage	46924	0	24.6	1.5
Contig52105525||full	0.993	0.073	0.013	0.26	0.993	dsDNAphage	46911	1	18.1	1.4
Contig38783689||full	1	0.147	0.027	0.093	1	dsDNAphage	46871	2	18.3	0
Contig44390337||full	0.973	0.047	0.007	0.293	0.973	dsDNAphage	46870	1	12.5	4.7
Contig15913245||full	0.993	0.273	0.087	0.46	0.993	dsDNAphage	46851	1	30.5	0
Contig68686550||full	0.993	0.187	0.047	0.28	0.993	dsDNAphage	46842	10	42.5	0
Contig95749427||full	1	0.293	0	0.013	1	dsDNAphage	46831	3	27.7	1.5
Contig91798821||full	1	0.333	0.013	0.067	1	dsDNAphage	46729	3	21.5	0
Contig82077166||full	0.933	0.927	0	0.12	0.933	dsDNAphage	46709	5	39.3	1.8
Contig80202187||full	0.913	0.12	0.013	0.007	0.913	dsDNAphage	46636	0	19.1	5.6
Contig68946984||full	1	0.427	0.033	0.033	1	dsDNAphage	46615	2	25	1.7
Contig53235890||full	1	0.24	0.013	0.093	1	dsDNAphage	46560	1	15.2	0
Contig142396800||full	0.133	0.767	0	0.427	0.767	NCLDV	46539	0	14.7	8.8
Contig110503346||full	1	0.46	0.073	0.167	1	dsDNAphage	46536	5	44.4	0
Contig147068327||full	0.987	0.613	0	0.007	0.987	dsDNAphage	46468	4	23.4	3.1
Contig132645044||full	0.967	0.26	0.213	0.693	0.967	dsDNAphage	46459	1	36.2	0
Contig47075825||full	1	0.107	0.007	0.087	1	dsDNAphage	46426	5	37.1	1.6
Contig115933846||full	0.96	0.04	0.007	0	0.96	dsDNAphage	46311	2	11.1	2.8
Contig147092960||full	0.593	0.093	0	0.007	0.593	dsDNAphage	46264	0	16.4	1.8
Contig58059052||full	0.993	0.04	0	0.013	0.993	dsDNAphage	46172	16	51.2	4.9
Contig33935009||full	1	0.24	0.02	0.1	1	dsDNAphage	46138	7	51	2
Contig59518128||full	1	0.327	0.047	0.047	1	dsDNAphage	46105	7	46.4	1.4
Contig139464877||full	1	0.173	0.013	0.02	1	dsDNAphage	46098	2	35.8	4.5
Contig144468288||full	1	0.653	0.027	0.56	1	dsDNAphage	46033	6	28.1	0
Contig118977672||full	1	0.28	0.053	0.053	1	dsDNAphage	46032	1	14.9	0
Contig92291507||full	0.987	0.18	0	0.02	0.987	dsDNAphage	45994	5	22.7	6.1
Contig129768462||full	1	0.1	0.007	0	1	dsDNAphage	45984	5	19.2	3.8
Contig139109061||full	0.973	0.093	0	0.027	0.973	dsDNAphage	45970	4	22.5	7.5
Contig61024323||full	1	0.413	0.007	0.047	1	dsDNAphage	45936	2	30.3	1.3
Contig73397290||full	1	0.6	0.147	0.113	1	dsDNAphage	45934	4	37.5	0
Contig19032839||full	0.993	0.34	0.007	0	0.993	dsDNAphage	45905	3	17.3	1.3
Contig997772||full	1	0.153	0.02	0.053	1	dsDNAphage	45887	2	18.2	0
Contig79037903||full	0.993	0.74	0.147	0.313	0.993	dsDNAphage	45821	7	49.1	0
Contig35807353||full	0.987	0.153	0.007	0	0.987	dsDNAphage	45789	1	10.3	1.5
Contig3124806||full	0.967	0.38	0.02	0.02	0.967	dsDNAphage	45762	0	13.3	2.9
Contig86771143||full	0.993	0.287	0.087	0.293	0.993	dsDNAphage	45754	1	25	0
Contig70393949||full	1	0.1	0	0.073	1	dsDNAphage	45701	3	21.1	2.8
Contig136756118||full	0.98	0.26	0.027	0.007	0.98	dsDNAphage	45676	8	21.8	1.1
Contig123994564||full	1	0.247	0.027	0.02	1	dsDNAphage	45672	1	12.2	2
Contig113443163||full	1	0.64	0.12	0.18	1	dsDNAphage	45651	19	58.8	0
Contig134681759||full	1	0.46	0.047	0.113	1	dsDNAphage	45616	7	51.7	0
Contig154693543||full	1	0.187	0.027	0.053	1	dsDNAphage	45607	1	20	0
Contig154344923||full	0.033	0.64	0	0.16	0.64	NCLDV	45584	0	18.2	16.4
Contig120053296||full	1	0.247	0.42	0.16	1	dsDNAphage	45546	1	43.4	0
Contig32740004||full	1	0.373	0.06	0.18	1	dsDNAphage	45536	7	41.7	0
Contig57139470||full	0.773	0.46	0.133	0.107	0.773	dsDNAphage	45476	0	11.6	0
Contig11571077||full	0.987	0.093	0	0	0.987	dsDNAphage	45471	3	14.9	2.7
Contig4812471||full	1	0.32	0.02	0.007	1	dsDNAphage	45398	6	38	2.5
Contig58272243||full	1	0.547	0.073	0.113	1	dsDNAphage	45374	6	44.1	0
Contig65869071||full	0.993	0.14	0.02	0.1	0.993	dsDNAphage	45351	4	25.8	3.2
Contig117153906||full	0.993	0.1	0.1	0.06	0.993	dsDNAphage	45303	2	43.4	1.3
Contig24317610||full	0.993	0.013	0.013	0	0.993	dsDNAphage	45278	3	14.1	4
Contig35304042||full	0.98	0.353	0	0	0.98	dsDNAphage	45215	2	15.3	1.7
Contig60990670||full	0.973	0.153	0.007	0.027	0.973	dsDNAphage	45086	7	46.6	5.2
Contig46796139||full	1	0.04	0.02	0	1	dsDNAphage	45076	6	26.9	2.6
Contig147419049||full	1	0.327	0.047	0.053	1	dsDNAphage	45005	4	22.2	0
Contig97712198||full	0.98	0.173	0.013	0.427	0.98	dsDNAphage	44997	1	22.4	1.7
Contig3337704||full	1	0.293	0.067	0.513	1	dsDNAphage	44964	8	44.4	0
Contig133367579||full	0.993	0.073	0	0.06	0.993	dsDNAphage	44894	1	11.5	3.3
Contig128657248||0_partial	0.907	0.02	0	0.007	0.907	dsDNAphage	44855	13	33.9	29
Contig2570646||full	0.993	0.253	0.053	0.053	0.993	dsDNAphage	44839	7	36.2	0
Contig65833011||full	1	0.56	0.04	0.04	1	dsDNAphage	44808	3	36.4	1.5
Contig113929306||full	1	0.24	0.027	0.053	1	dsDNAphage	44777	1	17.7	0
Contig107704297||full	1	0.18	0.007	0.04	1	dsDNAphage	44739	3	33.8	6.2
Contig107633480||full	1	0.187	0.007	0.033	1	dsDNAphage	44597	3	29.7	3.1
Contig52024668||full	1	0.433	0.3	0.913	1	dsDNAphage	44492	3	24.6	0
Contig11293165||full	1	0.327	0.167	0.16	1	dsDNAphage	44411	4	32.8	0
Contig34510663||full	0.993	0.247	0.02	0.147	0.993	dsDNAphage	44387	4	16.2	2.9
Contig117273256||full	0.98	0.48	0.02	0	0.98	dsDNAphage	44357	6	28.9	2.6
Contig72384269||full	1	0.233	0.06	0.193	1	dsDNAphage	44288	5	43.9	0
Contig150047171||full	0.733	0.767	0	0.52	0.767	NCLDV	44270	0	21.2	6.1
Contig8425890||full	1	0.087	0.013	0.013	1	dsDNAphage	44254	3	18.8	1.2
Contig6158734||full	0.993	0.033	0.033	0.007	0.993	dsDNAphage	44232	1	27.7	3.6
Contig117862783||full	0.993	0.127	0	0	0.993	dsDNAphage	44198	6	28.8	3.8
Contig86863450||full	0.92	0.02	0.067	0.007	0.92	dsDNAphage	44112	0	24.7	4.7
Contig91671883||full	1	0.08	0.007	0.027	1	dsDNAphage	44028	5	36.1	1.6
Contig16643763||full	0.987	0.073	0.033	0.013	0.987	dsDNAphage	43983	3	33.8	4.6
Contig7340885||full	0.973	0.18	0.007	0.013	0.973	dsDNAphage	43978	3	24.2	4.8
Contig143483051||full	1	0.06	0	0	1	dsDNAphage	43959	1	15.9	1.6
Contig155633282||full	1	0.087	0.033	0.013	1	dsDNAphage	43914	3	27.3	1.3
Contig83065001||full	1	0.053	0.02	0.007	1	dsDNAphage	43892	14	58.8	4.4
Contig112555166||full	0.9	0.2	0.007	0.007	0.9	dsDNAphage	43867	0	12.7	2.8
Contig102604416||full	1	0.167	0	0.073	1	dsDNAphage	43813	2	43.3	6
Contig88825987||full	0.96	0.22	0.013	0.393	0.96	dsDNAphage	43803	6	25	3.3
Contig74446056||full	0.993	0.46	0.027	0	0.993	dsDNAphage	43784	3	20	1.3
Contig31647895||full	1	0.38	0.32	0.16	1	dsDNAphage	43779	6	42.6	0
Contig56052729||full	1	0.453	0.08	0.14	1	dsDNAphage	43743	7	29.7	0
Contig25183977||full	1	0.62	0.047	0.16	1	dsDNAphage	43720	3	33.3	0
Contig85170946||full	1	0.053	0.027	0.013	1	dsDNAphage	43720	7	33.8	2.8
Contig146684505||full	1	0.127	0.1	0.187	1	dsDNAphage	43680	1	16.1	0
Contig144259230||full	0.973	0.007	0	0.013	0.973	dsDNAphage	43670	3	18.6	2.9
Contig82054205||full	1	0.187	0.053	0.073	1	dsDNAphage	43660	5	33.8	1.4
Contig81864844||full	1	0.073	0.013	0.013	1	dsDNAphage	43659	1	17.4	4.3
Contig86338103||full	0.993	0.273	0.007	0.033	0.993	dsDNAphage	43657	4	20.9	3
Contig79761549||full	0.493	0.927	0.02	0.653	0.927	NCLDV	43635	3	33.3	9.8
Contig82608310||full	0.993	0.373	0.04	0.387	0.993	dsDNAphage	43620	3	30.2	0
Contig43133125||full	0.993	0.567	0.047	0.04	0.993	dsDNAphage	43509	5	23.1	0
Contig45849561||full	0.987	0.187	0	0.047	0.987	dsDNAphage	43415	7	37.7	1.6
Contig142298510||full	0.987	0.213	0.033	0.02	0.987	dsDNAphage	43413	2	25.3	6.7
Contig135773547||full	0.993	0.087	0	0.04	0.993	dsDNAphage	43367	9	40	5
Contig17787072||full	1	0.167	0.193	0.267	1	dsDNAphage	43337	13	66.1	0
Contig11759578||full	0.987	0.24	0.033	0.073	0.987	dsDNAphage	43315	3	19.4	0
Contig14147263||full	0.993	0.16	0.013	0.073	0.993	dsDNAphage	43276	9	39.4	1.5
Contig109044161||full	0.327	0.753	0	0.047	0.753	NCLDV	43094	0	16.7	1.9
Contig18770389||full	1	0.4	0.02	0.68	1	dsDNAphage	43078	5	31.6	0
Contig56993594||full	1	0.153	0.14	0.093	1	dsDNAphage	42971	3	36.5	0
Contig24432014||full	1	0.053	0	0.06	1	dsDNAphage	42967	1	22.7	1.5
