gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
Contig110775230||full_7	Contig110775230||full							2	MKF
Contig110905264||full_9	Contig110905264||full							2	MKF
Contig111000115||full_8	Contig111000115||full							3	MKF
Contig11107930||full_2	Contig11107930||full							3	MKF
Contig111295246||full_2	Contig111295246||full	K00560	thymidylate synthase [EC:2.1.1.45] [RN:R02101]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MF
Contig111318774||full_14	Contig111318774||full							1	MKF
Contig111318776||full_12	Contig111318776||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
Contig111318776||full_13	Contig111318776||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
Contig111354285||full_29	Contig111354285||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
Contig111354287||full_90	Contig111354287||full							2	MKT
Contig111378036||full_2	Contig111378036||full							3	MKF
Contig111413353||full_5	Contig111413353||full	K01923	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6] [RN:R04591]	MISC	Information systems	Nucleotide	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	2	MKTF
Contig111413353||full_16	Contig111413353||full	U69	Self-processing occurs at the Ser846|+|Ala bond.	Organic Nitrogen	Peptidase		Self-processing peptidases	2	MT
Contig111413353||full_36	Contig111413353||full	K10202	ABC.NGC.P1; N-acetylglucosamine transport system permease protein	Transporters			N-Acetylglucosamine transport system	2	MT
Contig111413353||full_51	Contig111413353||full							2	MKTF
Contig111461088||full_3	Contig111461088||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MF
Contig111537643||full_59	Contig111537643||full							1	MK
Contig111537644||full_20	Contig111537644||full							3	MK
Contig111537644||full_69	Contig111537644||full							3	MK
Contig111537644||full_77	Contig111537644||full							3	MK
Contig111597246||full_3	Contig111597246||full	K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein	Transporters			ABC-2 type transport system	3	MF
Contig111886700||full_6	Contig111886700||full	K01652	acetolactate synthase [EC:2.2.1.6] [RN:R00226 R08648]	Organic Nitrogen	Amino Acid		Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	2	MF
Contig111886700||full_6	Contig111886700||full	K01652	acetolactate synthase [EC:2.2.1.6] [RN:R08648]	Organic Nitrogen	Amino Acid		Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	2	MF
Contig111886700||full_7	Contig111886700||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	MF
Contig111886701||full_3	Contig111886701||full							3	MKF
Contig111939933||full_2	Contig111939933||full							3	MKF
Contig111981371||full_8	Contig111981371||full							2	MK
Contig112052723||full_2	Contig112052723||full							3	MKF
Contig112129434||full_2	Contig112129434||full							3	MKF
Contig112467793||full_7	Contig112467793||full	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	MF
Contig112467793||full_87	Contig112467793||full							1	MK
Contig112467793||full_112	Contig112467793||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	M
Contig112467793||full_136	Contig112467793||full							1	MK
Contig112467793||full_188	Contig112467793||full							1	MK
Contig112549460||full_43	Contig112549460||full							1	MK
Contig112555169||full_10	Contig112555169||full	K01494	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
Contig112642024||full_67	Contig112642024||full	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	M
Contig112642024||full_68	Contig112642024||full	K01494	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	M
Contig112642024||full_137	Contig112642024||full	K09882	cobS; cobaltochelatase CobS [EC:6.6.1.2]	MISC	aerobic corrin ring synthesis		Cobalamin biosynthesis, precorrin2 => cobinamide	2	M
Contig112642024||full_139	Contig112642024||full	K09883	cobT; cobaltochelatase CobT [EC:6.6.1.2]	MISC	aerobic corrin ring synthesis		Cobalamin biosynthesis, precorrin2 => cobinamide	2	MK
Contig112732510||full_26	Contig112732510||full							3	MKF
Contig112774987||full_4	Contig112774987||full							2	MKF
Contig112774987||full_7	Contig112774987||full							2	MK
Contig112774989||full_6	Contig112774989||full							2	MKF
Contig112774989||full_8	Contig112774989||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	M
Contig112774989||full_10	Contig112774989||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	MF
Contig112857008||full_6	Contig112857008||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MF
Contig113069831||full_4	Contig113069831||full	K00945	cytidylate kinase [EC:2.7.4.14] [RN:R00158]	MISC	Information systems	Nucleotide	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	3	MKF
Contig113278536||full_7	Contig113278536||full	K02913	large subunit ribosomal protein L33	MISC	Information systems		Ribosome, bacteria	3	MF
Contig113278536||full_8	Contig113278536||full	K08151	tetA; MFS transporter, DHA1 family, tetracycline resistance protein	Transporters			Tetracycline resistance, TetA transporter	3	MF
Contig113282957||full_2	Contig113282957||full							3	MKF
Contig113300646||full_5	Contig113300646||full							3	MKF
Contig113300646||full_6	Contig113300646||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
Contig113344213||full_2	Contig113344213||full							3	MKF
Contig113344213||full_5	Contig113344213||full							3	MKF
Contig113352626||full_18	Contig113352626||full							2	MK
Contig113352626||full_38	Contig113352626||full							2	MK
Contig113352626||full_47	Contig113352626||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
Contig113437244||full_3	Contig113437244||full							3	MKF
Contig113503292||full_4	Contig113503292||full							3	MKF
Contig113520183||full_22	Contig113520183||full							3	MKEF
Contig113520183||full_23	Contig113520183||full							3	MKF
Contig113632678||full_2	Contig113632678||full	K01251	adenosylhomocysteinase [EC:3.3.1.1] [RN:R00192]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MKF
Contig113642747||full_19	Contig113642747||full							1	MK
Contig113642747||full_21	Contig113642747||full							1	MK
Contig113976893||full_17	Contig113976893||full	M24A	Catlytic type: Metallo; cleave the Met-Xaa (where Xaa is any amino acid) bond in the removal of the initiating N-terminal methionine from newly synthesized proteins; essential for the removal of the initiating methionine of many proteins, acting co-translationally in association with the ribosomes	Organic Nitrogen	Peptidase		Exopeptidases that require co-catalytic ions of cobalt or manganese	3	M
Contig113976893||full_19	Contig113976893||full	K00088	IMP dehydrogenase [EC:1.1.1.205] [RN:R01130]	MISC	Information systems	Nucleotide	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	3	MF
Contig114119530||full_3	Contig114119530||full							3	MKF
Contig114154700||full_5	Contig114154700||full							2	MKF
Contig114403783||full_3	Contig114403783||full							3	MKF
Contig114575305||full_10	Contig114575305||full	K02003	ABC.CD.A;	Transporters			Putative ABC transport system	3	M
Contig114575305||full_11	Contig114575305||full	K02004	ABC.CD.P;	Transporters			Putative ABC transport system	3	M
Contig114575305||full_13	Contig114575305||full							3	MK
Contig114575305||full_34	Contig114575305||full	M50B	Catlytic type: Metallo; activates the factor sigmaK precursor by cleaving off a 20-residue propeptide; cleavage occurs within, or very close to, membranes	Organic Nitrogen	Peptidase		Metallo-endopeptidases	3	MF
Contig114575305||full_38	Contig114575305||full	K02077	ABC.ZM.S; zinc/manganese transport system substrate-binding protein	Transporters			Putative zinc/manganese transport system	3	MF
Contig114575305||full_39	Contig114575305||full	K02013	ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]	Transporters			Iron complex transport system	3	MF
Contig114623082||full_4	Contig114623082||full							3	MKF
Contig114699987||full_2	Contig114699987||full	K11962	urtD; urea transport system ATP-binding protein	Transporters			Urea transport system	3	MF
Contig114771071||full_5	Contig114771071||full							2	MKF
Contig114771071||full_7	Contig114771071||full							2	MK
Contig114771071||full_9	Contig114771071||full							2	MK
Contig114771071||full_12	Contig114771071||full							2	MK
Contig115056837||full_7	Contig115056837||full							2	MKF
Contig115109023||full_6	Contig115109023||full							3	MKF
Contig11527955||full_3	Contig11527955||full							2	MKF
Contig115465262||full_5	Contig115465262||full							3	MKF
Contig115537465||full_6	Contig115537465||full	K01783	ribulose-phosphate 3-epimerase [EC:5.1.3.1] [RN:R01529]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	3	MKF
Contig115537465||full_6	Contig115537465||full	K01783	ribulose-phosphate 3-epimerase [EC:5.1.3.1] [RN:R01529]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	3	MKF
Contig115537465||full_8	Contig115537465||full							3	MKF
Contig115543611||full_11	Contig115543611||full							2	MK
Contig115614207||full_9	Contig115614207||full							3	MKF
Contig115643820||full_5	Contig115643820||full							1	MKF
Contig115671543||full_7	Contig115671543||full							2	MK
Contig116166815||full_3	Contig116166815||full							3	MKF
Contig116250029||full_6	Contig116250029||full							3	MKF
Contig116250029||full_7	Contig116250029||full							3	MKF
Contig116250029||full_10	Contig116250029||full							3	MKF
Contig116250029||full_12	Contig116250029||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MF
Contig116398522||full_3	Contig116398522||full							2	MKF
Contig116431439||full_5	Contig116431439||full	M28A	Catlytic type: Metallo; able to release a variety of N-terminal amino acids	Organic Nitrogen	Peptidase		Aminopeptidases and carboxypeptidases	3	MF
Contig116868430||full_19	Contig116868430||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	2	M
Contig116904133||full_26	Contig116904133||full							3	MK
Contig116945720||full_78	Contig116945720||full							2	MK
Contig116945720||full_114	Contig116945720||full							2	MK
Contig116945720||full_121	Contig116945720||full							2	MK
Contig117180297||full_7	Contig117180297||full							3	MKF
Contig117213530||full_15	Contig117213530||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	MF
Contig117273256||full_4	Contig117273256||full							2	MK
Contig117275026||full_7	Contig117275026||full							3	MKF
Contig117284933||full_6	Contig117284933||full							3	MKF
Contig117462305||full_117	Contig117462305||full							2	MK
Contig117463258||full_40	Contig117463258||full							2	MK
Contig117529054||full_5	Contig117529054||full							3	MK
Contig117570920||full_7	Contig117570920||full	K05602	histidinol-phosphatase [EC:3.1.3.15] [RN:R03013]	Organic Nitrogen	Amino Acid		Histidine biosynthesis, PRPP => histidine	3	MF
Contig117612592||full_2	Contig117612592||full	K01940	argininosuccinate synthase [EC:6.3.4.5] [RN:R01954]	Organic Nitrogen	Amino Acid		Urea cycle	3	MF
Contig117612592||full_6	Contig117612592||full							3	MK
Contig117612592||full_9	Contig117612592||full							3	MKF
Contig117624507||full_26	Contig117624507||full							3	MKF
Contig117636391||full_3	Contig117636391||full							3	MKF
Contig117707885||full_4	Contig117707885||full							3	MKF
Contig117779401||full_7	Contig117779401||full							3	MKF
Contig117862783||full_36	Contig117862783||full							1	MK
Contig117868826||full_18	Contig117868826||full	K02935	large subunit ribosomal protein L7/L12	MISC	Information systems		Ribosome, bacteria	3	M
Contig117868827||full_5	Contig117868827||full							3	MK
Contig117917397||full_10	Contig117917397||full							3	MKF
Contig117917397||full_13	Contig117917397||full							3	MKF
